M7390	M7394
M7444	CNV_M7495
M7444	M7532
M7444	M7579
CNV_M7446	M7647
M7447	M7457
M7447	M7474
M7448	M7467
M7448	M7648
M7449	M7483
M7451	M7508
M7451	M7673
M7453	M7468
M7453	M7475
M7453	M7559
M7454	M7469
M7454	M7522
M7455	M7476
M7455	CNV_M7484
M7455	M7580
M7455	M7674
M7456	M7523
M7457	M7477
M7457	M7598
M7457	M7649
M7458	M7485
M7458	M7509
M7458	M7533
CNV_M7459	M7599
M7460	CNV_M7486
M7461	CNV_M7478
M7464	M7479
M7464	M7487
M7464	M7650
M7466	M7488
M7466	M7496
M7467	M7497
M7467	M7581
M7467	M7651
M7467	M7675
M7468	M7560
M7469	M7534
M7469	M7652
M7470	M7535
M7472	CNV_M7489
M7472	M7582
M7473	M7490
M7473	M7498
M7473	CNV_M7510
M7473	M7600
M7473	M7653
M7474	M7511
M7476	M7499
M7476	M7601
M7477	M7491
M7477	M7500
M7479	CNV_M7501
M7481	M7524
M7482	M7536
M7482	M7547
M7482	M7624
M7483	M7502
M7483	CNV_M7512
CNV_M7484	M7513
CNV_M7484	M7537
CNV_M7484	M7561
CNV_M7484	M7602
M7485	M7514
M7485	M7525
M7485	M7583
M7485	M7625
CNV_M7486	M7538
CNV_M7486	M7562
CNV_M7486	M7584
M7487	CNV_M7563
CNV_M7489	CNV_M7564
CNV_M7489	M7585
CNV_M7489	M7654
M7491	M7626
M7492	M7515
M7494	M7603
M7496	M7627
M7498	M7548
M7498	M7565
M7499	M7516
M7499	M7586
M7499	CNV_M7655
M7500	M7517
CNV_M7501	CNV_M7549
M7502	M7604
M7502	M7628
M7503	M7539
M7503	M7587
M7503	M7629
M7507	M7550
M7507	M7588
CNV_M7510	M7566
CNV_M7510	M7589
M7511	M7605
CNV_M7512	CNV_M7540
CNV_M7512	M7606
M7513	M7526
M7513	M7551
M7513	M7567
M7513	M7630
M7514	M7552
M7514	M7590
M7514	CNV_M7607
M7517	CNV_M7527
M7518	M7553
M7518	M7591
M7518	M7631
CNV_M7519	CNV_M7568
CNV_M7520	M7541
M7521	M7542
M7521	M7554
M7522	M7608
M7523	M7609
M7526	M7543
M7526	M7569
M7526	M7656
CNV_M7527	M7555
M7528	M7610
CNV_M7529	M7570
CNV_M7529	M7632
M7531	M7611
M7531	M7676
M7534	M7633
M7535	M7571
M7536	M7572
M7539	M7573
M7539	M7592
M7541	M7612
M7542	M7593
M7542	M7613
M7543	M7657
M7545	M7634
M7545	CNV_M7677
M7547	CNV_M7678
M7548	M7594
M7550	M7679
M7551	M7680
M7554	M7681
M7556	M7658
M7560	M7635
CNV_M7564	M7682
M7566	M7659
M7569	M7595
M7569	M7614
M7569	M7683
M7570	M7684
M7571	M7685
M7573	M7615
M7574	M7616
M7574	M7636
M7579	M7637
M7579	M7660
M7581	M7617
M7584	M7661
M7585	M7638
M7586	M7618
M7586	M7662
M7588	M7619
M7589	M7686
M7590	M7687
M7591	M7639
M7591	M7688
M7593	CNV_M7620
M7593	M7689
M7594	M7663
M7597	M7664
M7602	M7665
M7604	M7640
M7604	M7666
CNV_M7607	M7667
M7610	M7641
M7613	M7690
M7615	M7668
M7616	M7691
CNV_M7620	M7669
M7630	M7692
M7631	M7670
M7635	M7671
M7639	M7693
M7641	M7694
GL	M7387
GL	CNV_M7388
GL	M7389
GL	M7390
GL	CNV_M7392
GL	M7395
GL	M7401
GL	M7440
GL	M7544
GL	M7574
GL	M7642
M7389	M7391
null
M7387: chr=17, pos=66848024, haplotype=0
CNV_M7388: chr=13, arm=0, haplotype=0
M7389: chr=22, pos=20340210, haplotype=1
M7390: chr=15, pos=34304353, haplotype=1
M7391: chr=18, pos=11959621, haplotype=1
CNV_M7392: chr=13, arm=1, haplotype=1
M7393: chr=9, pos=93603037, haplotype=1
M7394: chr=18, pos=71173806, haplotype=0
M7395: chr=2, pos=112950039, haplotype=0
M7396: chr=13, pos=115691215, haplotype=1
M7397: chr=8, pos=98326780, haplotype=0
M7398: chr=2, pos=157666805, haplotype=1
CNV_M7399: chr=6, arm=0, haplotype=1
M7400: chr=22, pos=18168875, haplotype=1
M7401: chr=22, pos=45298367, haplotype=1
M7402: chr=22, pos=26836917, haplotype=1
M7403: chr=20, pos=13996693, haplotype=0
M7404: chr=20, pos=62958425, haplotype=1
M7405: chr=4, pos=125356873, haplotype=1
M7406: chr=14, pos=79618023, haplotype=1
M7407: chr=11, pos=100895752, haplotype=0
M7408: chr=9, pos=123263040, haplotype=1
M7409: chr=7, pos=29416417, haplotype=0
M7410: chr=19, pos=33079002, haplotype=0
M7411: chr=19, pos=46241146, haplotype=1
M7412: chr=6, pos=92658740, haplotype=1
M7413: chr=15, pos=41857131, haplotype=1
M7414: chr=21, pos=55406917, haplotype=0
CNV_M7415: chr=12, arm=1, haplotype=1
M7416: chr=2, pos=82628777, haplotype=1
M7417: chr=3, pos=122374299, haplotype=0
M7418: chr=15, pos=19314624, haplotype=1
CNV_M7419: chr=15, arm=1, haplotype=0
M7420: chr=17, pos=43988935, haplotype=1
CNV_M7421: chr=20, arm=1, haplotype=1
M7422: chr=14, pos=98903015, haplotype=1
M7423: chr=21, pos=39192634, haplotype=1
M7424: chr=22, pos=53148034, haplotype=0
M7425: chr=14, pos=108520799, haplotype=1
M7426: chr=11, pos=110986616, haplotype=1
M7427: chr=18, pos=16955218, haplotype=1
M7428: chr=8, pos=32102999, haplotype=1
M7429: chr=20, pos=55679573, haplotype=0
CNV_M7430: chr=5, arm=1, haplotype=0
CNV_M7431: chr=1, arm=1, haplotype=1
M7432: chr=3, pos=41803827, haplotype=0
M7433: chr=1, pos=77266371, haplotype=0
M7434: chr=21, pos=24497492, haplotype=1
M7435: chr=11, pos=86527440, haplotype=1
M7436: chr=1, pos=98778905, haplotype=0
M7437: chr=5, pos=58443725, haplotype=1
CNV_M7438: chr=16, arm=0, haplotype=1
M7439: chr=17, pos=71280858, haplotype=1
M7440: chr=8, pos=48689546, haplotype=1
M7441: chr=19, pos=65752037, haplotype=0
M7442: chr=14, pos=4840468, haplotype=1
M7443: chr=13, pos=125246661, haplotype=0
M7444: chr=22, pos=57368839, haplotype=1
M7445: chr=13, pos=128264948, haplotype=1
CNV_M7446: chr=5, arm=0, haplotype=1
M7447: chr=15, pos=15711320, haplotype=1
M7448: chr=3, pos=73816800, haplotype=0
M7449: chr=14, pos=12238177, haplotype=0
M7450: chr=22, pos=57729839, haplotype=0
M7451: chr=12, pos=3025477, haplotype=0
M7452: chr=16, pos=55481394, haplotype=0
M7453: chr=15, pos=21576980, haplotype=0
M7454: chr=4, pos=50015573, haplotype=0
M7455: chr=9, pos=137498255, haplotype=0
M7456: chr=5, pos=128692539, haplotype=0
M7457: chr=14, pos=115077398, haplotype=0
M7458: chr=10, pos=6688423, haplotype=0
CNV_M7459: chr=18, arm=0, haplotype=0
M7460: chr=15, pos=36562714, haplotype=1
M7461: chr=18, pos=15866524, haplotype=0
M7462: chr=9, pos=41155917, haplotype=1
CNV_M7463: chr=6, arm=0, haplotype=0
M7464: chr=3, pos=94579535, haplotype=0
CNV_M7465: chr=6, arm=0, haplotype=0
M7466: chr=4, pos=112275987, haplotype=0
M7467: chr=23, pos=26184509, haplotype=0
M7468: chr=17, pos=75628429, haplotype=0
M7469: chr=12, pos=71753758, haplotype=1
M7470: chr=3, pos=63308417, haplotype=0
M7471: chr=14, pos=6236100, haplotype=1
M7472: chr=12, pos=62120991, haplotype=0
M7473: chr=4, pos=128697907, haplotype=1
M7474: chr=21, pos=45816318, haplotype=1
M7475: chr=22, pos=28715886, haplotype=1
M7476: chr=14, pos=73312785, haplotype=1
M7477: chr=17, pos=52558545, haplotype=1
CNV_M7478: chr=10, arm=0, haplotype=0
M7479: chr=10, pos=109033003, haplotype=0
M7480: chr=17, pos=71556984, haplotype=1
M7481: chr=4, pos=72629875, haplotype=0
M7482: chr=1, pos=183065834, haplotype=0
M7483: chr=2, pos=18135143, haplotype=0
CNV_M7484: chr=5, arm=1, haplotype=0
M7485: chr=8, pos=143709624, haplotype=0
CNV_M7486: chr=15, arm=0, haplotype=1
M7487: chr=20, pos=7130023, haplotype=0
M7488: chr=10, pos=73508384, haplotype=1
CNV_M7489: chr=12, arm=1, haplotype=1
M7490: chr=8, pos=35484809, haplotype=0
M7491: chr=18, pos=1737327, haplotype=1
M7492: chr=14, pos=93070224, haplotype=1
M7493: chr=18, pos=38632159, haplotype=0
M7494: chr=19, pos=8025981, haplotype=1
CNV_M7495: chr=14, arm=1, haplotype=1
M7496: chr=13, pos=110091510, haplotype=0
M7497: chr=4, pos=133658907, haplotype=0
M7498: chr=3, pos=47472539, haplotype=1
M7499: chr=2, pos=166321037, haplotype=0
M7500: chr=8, pos=109942228, haplotype=1
CNV_M7501: chr=19, arm=0, haplotype=1
M7502: chr=19, pos=2135105, haplotype=1
M7503: chr=22, pos=40451823, haplotype=0
M7504: chr=9, pos=12829678, haplotype=0
M7505: chr=13, pos=79789802, haplotype=1
M7506: chr=15, pos=92423913, haplotype=1
M7507: chr=15, pos=61726947, haplotype=1
M7508: chr=15, pos=8498153, haplotype=0
M7509: chr=23, pos=35541192, haplotype=0
CNV_M7510: chr=8, arm=1, haplotype=0
M7511: chr=6, pos=82089828, haplotype=1
CNV_M7512: chr=19, arm=1, haplotype=1
M7513: chr=9, pos=18095655, haplotype=0
M7514: chr=7, pos=106023571, haplotype=1
M7515: chr=1, pos=243711087, haplotype=1
M7516: chr=5, pos=76062898, haplotype=1
M7517: chr=8, pos=5050229, haplotype=1
M7518: chr=5, pos=6054338, haplotype=1
CNV_M7519: chr=13, arm=1, haplotype=1
CNV_M7520: chr=13, arm=0, haplotype=1
M7521: chr=21, pos=35837334, haplotype=0
M7522: chr=13, pos=35954679, haplotype=0
M7523: chr=20, pos=25437567, haplotype=1
M7524: chr=2, pos=18261035, haplotype=0
M7525: chr=9, pos=28107442, haplotype=0
M7526: chr=5, pos=51165853, haplotype=1
CNV_M7527: chr=18, arm=0, haplotype=0
M7528: chr=9, pos=38927401, haplotype=0
CNV_M7529: chr=8, arm=1, haplotype=1
M7530: chr=17, pos=66509046, haplotype=1
M7531: chr=3, pos=34332750, haplotype=0
M7532: chr=14, pos=8598014, haplotype=0
M7533: chr=17, pos=65807686, haplotype=0
M7534: chr=20, pos=26325399, haplotype=1
M7535: chr=12, pos=17425329, haplotype=1
M7536: chr=17, pos=1225759, haplotype=1
M7537: chr=4, pos=127923757, haplotype=1
M7538: chr=21, pos=33388102, haplotype=1
M7539: chr=13, pos=13311417, haplotype=1
CNV_M7540: chr=22, arm=0, haplotype=1
M7541: chr=16, pos=67748537, haplotype=0
M7542: chr=20, pos=38065160, haplotype=0
M7543: chr=2, pos=75334789, haplotype=1
M7544: chr=8, pos=21298679, haplotype=1
M7545: chr=14, pos=69252999, haplotype=0
M7546: chr=4, pos=129422325, haplotype=1
M7547: chr=14, pos=107871457, haplotype=1
M7548: chr=4, pos=6987377, haplotype=0
CNV_M7549: chr=9, arm=0, haplotype=1
M7550: chr=22, pos=23880842, haplotype=0
M7551: chr=3, pos=72269668, haplotype=0
M7552: chr=22, pos=31367710, haplotype=0
M7553: chr=18, pos=4600519, haplotype=0
M7554: chr=16, pos=371563, haplotype=1
M7555: chr=8, pos=99276549, haplotype=1
M7556: chr=11, pos=26627467, haplotype=0
M7557: chr=20, pos=10344636, haplotype=1
M7558: chr=23, pos=22098804, haplotype=1
M7559: chr=7, pos=12935817, haplotype=1
M7560: chr=8, pos=26181058, haplotype=0
M7561: chr=13, pos=26128359, haplotype=0
M7562: chr=12, pos=132864365, haplotype=0
CNV_M7563: chr=11, arm=1, haplotype=1
CNV_M7564: chr=23, arm=0, haplotype=1
M7565: chr=1, pos=15051771, haplotype=1
M7566: chr=12, pos=37206857, haplotype=0
M7567: chr=10, pos=31266601, haplotype=0
CNV_M7568: chr=20, arm=1, haplotype=1
M7569: chr=7, pos=64303375, haplotype=1
M7570: chr=21, pos=23745485, haplotype=0
M7571: chr=20, pos=9613358, haplotype=1
M7572: chr=8, pos=9168188, haplotype=1
M7573: chr=10, pos=135680751, haplotype=0
M7574: chr=7, pos=140838428, haplotype=1
M7575: chr=16, pos=37759634, haplotype=0
M7576: chr=4, pos=106954998, haplotype=1
M7577: chr=18, pos=40357796, haplotype=1
M7578: chr=4, pos=84405498, haplotype=0
M7579: chr=17, pos=43852833, haplotype=1
M7580: chr=17, pos=58440945, haplotype=1
M7581: chr=11, pos=94171787, haplotype=0
M7582: chr=15, pos=70506222, haplotype=1
M7583: chr=3, pos=88063837, haplotype=1
M7584: chr=15, pos=23823893, haplotype=1
M7585: chr=20, pos=56722452, haplotype=1
M7586: chr=14, pos=70733159, haplotype=0
M7587: chr=21, pos=7455633, haplotype=1
M7588: chr=7, pos=138870348, haplotype=1
M7589: chr=17, pos=68727033, haplotype=0
M7590: chr=7, pos=106197857, haplotype=1
M7591: chr=20, pos=31152391, haplotype=1
M7592: chr=16, pos=84470640, haplotype=1
M7593: chr=5, pos=133399492, haplotype=0
M7594: chr=4, pos=129834417, haplotype=1
M7595: chr=10, pos=117358053, haplotype=1
M7596: chr=19, pos=75042559, haplotype=1
M7597: chr=10, pos=66258077, haplotype=0
M7598: chr=22, pos=19714155, haplotype=0
M7599: chr=15, pos=63167833, haplotype=0
M7600: chr=6, pos=29030684, haplotype=0
M7601: chr=11, pos=98028926, haplotype=1
M7602: chr=11, pos=84707073, haplotype=0
M7603: chr=21, pos=42992721, haplotype=0
M7604: chr=2, pos=162513336, haplotype=1
M7605: chr=1, pos=87517807, haplotype=1
M7606: chr=4, pos=8446654, haplotype=1
CNV_M7607: chr=3, arm=1, haplotype=0
M7608: chr=14, pos=56748845, haplotype=1
M7609: chr=17, pos=65289574, haplotype=1
M7610: chr=6, pos=86798490, haplotype=1
M7611: chr=5, pos=157018882, haplotype=0
M7612: chr=10, pos=120562394, haplotype=1
M7613: chr=21, pos=32671747, haplotype=1
M7614: chr=14, pos=112328154, haplotype=1
M7615: chr=2, pos=41092081, haplotype=0
M7616: chr=1, pos=55305925, haplotype=0
M7617: chr=11, pos=45119230, haplotype=1
M7618: chr=22, pos=42816182, haplotype=0
M7619: chr=22, pos=52179472, haplotype=0
CNV_M7620: chr=5, arm=0, haplotype=0
M7621: chr=10, pos=3736784, haplotype=1
M7622: chr=1, pos=114475069, haplotype=0
M7623: chr=18, pos=71994492, haplotype=0
M7624: chr=18, pos=59838270, haplotype=0
M7625: chr=19, pos=56787307, haplotype=0
M7626: chr=2, pos=236249052, haplotype=1
M7627: chr=11, pos=81712120, haplotype=0
M7628: chr=16, pos=83238086, haplotype=0
M7629: chr=13, pos=132715986, haplotype=1
M7630: chr=16, pos=23704583, haplotype=0
M7631: chr=1, pos=179074047, haplotype=0
M7632: chr=1, pos=242654583, haplotype=1
M7633: chr=21, pos=51588927, haplotype=1
M7634: chr=21, pos=8993882, haplotype=1
M7635: chr=18, pos=9671545, haplotype=1
M7636: chr=18, pos=77917270, haplotype=0
M7637: chr=2, pos=120675188, haplotype=1
M7638: chr=14, pos=44038542, haplotype=1
M7639: chr=10, pos=128661976, haplotype=1
M7640: chr=2, pos=13264555, haplotype=1
M7641: chr=11, pos=98102432, haplotype=0
M7642: chr=15, pos=27427498, haplotype=1
M7643: chr=13, pos=70088781, haplotype=1
M7644: chr=18, pos=49850064, haplotype=1
M7645: chr=21, pos=38814918, haplotype=1
M7646: chr=5, pos=21870024, haplotype=1
M7647: chr=15, pos=32791357, haplotype=1
M7648: chr=6, pos=77666913, haplotype=1
M7649: chr=17, pos=81795820, haplotype=0
M7650: chr=2, pos=50311515, haplotype=1
M7651: chr=5, pos=180546924, haplotype=0
M7652: chr=19, pos=74987406, haplotype=0
M7653: chr=7, pos=83101031, haplotype=1
M7654: chr=4, pos=86637055, haplotype=0
CNV_M7655: chr=20, arm=0, haplotype=0
M7656: chr=21, pos=25846713, haplotype=1
M7657: chr=10, pos=56170586, haplotype=1
M7658: chr=7, pos=125772153, haplotype=1
M7659: chr=20, pos=11806711, haplotype=0
M7660: chr=22, pos=51326099, haplotype=0
M7661: chr=3, pos=132483298, haplotype=0
M7662: chr=12, pos=7754181, haplotype=1
M7663: chr=7, pos=149458239, haplotype=0
M7664: chr=18, pos=37780402, haplotype=0
M7665: chr=10, pos=55481338, haplotype=0
M7666: chr=17, pos=31173393, haplotype=0
M7667: chr=7, pos=112112330, haplotype=1
M7668: chr=2, pos=125180475, haplotype=1
M7669: chr=4, pos=105955025, haplotype=0
M7670: chr=13, pos=121278538, haplotype=0
M7671: chr=9, pos=140364340, haplotype=1
M7672: chr=4, pos=175284390, haplotype=1
M7673: chr=7, pos=7174876, haplotype=1
M7674: chr=19, pos=17864316, haplotype=0
M7675: chr=4, pos=171517771, haplotype=0
M7676: chr=23, pos=6431526, haplotype=0
CNV_M7677: chr=16, arm=1, haplotype=1
CNV_M7678: chr=21, arm=1, haplotype=0
M7679: chr=3, pos=44911734, haplotype=1
M7680: chr=23, pos=31040126, haplotype=1
M7681: chr=17, pos=63166607, haplotype=0
M7682: chr=23, pos=34353010, haplotype=0
M7683: chr=21, pos=6989723, haplotype=1
M7684: chr=6, pos=100839167, haplotype=0
M7685: chr=5, pos=99099808, haplotype=1
M7686: chr=10, pos=121423847, haplotype=1
M7687: chr=21, pos=24077612, haplotype=1
M7688: chr=13, pos=112873508, haplotype=1
M7689: chr=4, pos=59617196, haplotype=1
M7690: chr=8, pos=70407694, haplotype=1
M7691: chr=4, pos=67236191, haplotype=0
M7692: chr=1, pos=175270336, haplotype=0
M7693: chr=23, pos=39908770, haplotype=0
M7694: chr=1, pos=178888967, haplotype=1
M7695: chr=3, pos=70893804, haplotype=0
M7696: chr=5, pos=177695399, haplotype=0
M7697: chr=17, pos=13305685, haplotype=0
M7698: chr=4, pos=9433767, haplotype=1
M7699: chr=8, pos=63489959, haplotype=1
M7700: chr=21, pos=44664766, haplotype=1
M7701: chr=5, pos=103630770, haplotype=1
M7702: chr=13, pos=45742438, haplotype=1
